name,company,city,salary,exp,edu,details
C++工程师,美迪尔,深圳,10-15K,3-5年,大专,"1.按照公司项目要求，参与软件开发、维护、优化与升级
2、搭建软件开发环境，完成软件和代码的实现，确保软件性能、质量和安全
3、进行单元测试及负责相关技术文档的编写
                            "
资深后台开发工程师（C++方向）,追一科技,深圳,20-40K,5-10年,本科,"岗位职责：
1. 与业务沟通需求，并制定智能化解决方案；
2. 负责智能服务系统对外接口、相关数据服务的设计与实现；
3. 调研相关行业，客户现场沟通、主动挖掘行业需求，制定行业接入AI标准。
岗位要求：
1. 全日制本科或研究生毕业及以上；
2. 有扎实的编程功底和良好的编程习惯，5年以上Unix/Linux下C++开发经验；
3. 熟悉python或shell脚本语言优先。
                            "
C++后台开发工程师,立新出行,深圳,20-40K,3-5年,本科,"岗位职责：
负责设计、实现和维护业务系统相关的交易订单、车险、定保、销售、营销和活动等底层领域模型及业务逻辑；
负责保障业务系统的稳定可靠运行及高可用；
主导系统架构设计、重构及性能优化。
岗位要求：
编程基础知识掌握扎实，有全面的软件知识结构；
精通至少一门后台开发语言（C++或Go），熟练掌握Python语言；
对分布式系统和分布式事务开发有一定理解和实践经验；
学习能力强，具备良好的逻辑思维、异常风险把控能力；
熟练使用MySQL、MongoDB、Redis等存储系统；
拥有良好的代码风格及习惯，掌握常见的设计模式和设计原则；
具备良好的问题定位、分析及解决能力；
责任心强，有良好的沟通和团队协作能力及较强的抗压能力；
有支付系统、收单系统、计费系统、业务运营系统，营销系统，电子商务系统开发经验者优先。
                            "
搜索后台c++工程师,vivo,深圳,30-60K,经验不限,本科,"岗位职责： 
 1. 负责搜索引擎工程设计与实现； 
 2. 负责搜索系统离线数据预处理、索引设计和在线架构设计、算法开发； 
 3. 负责搜索引擎的架构优化，算法优化，策略优化。 
任职要求： 
 1. 本科及以上学历，对技术充满热情，5年以上linux下c/c++开发经验； 
 2. 熟练掌握多线程/多进程/协程、socket编程、常见rpc框架、sql/nosql数据库、设 
计模式、gdb调试等技术； 
 3. 熟悉TCP/IP HTTP/protobuf等网络协议，具有高并发系统的设计、开发、优化经验 ； 
 4. 积极主动，有强烈的责任心，良好的沟通协调能力和团队合作精神； 
加分项： 
 1、熟悉存储/索引/排序架构设计； 
 2、有大型分布式系统的开发和优化经验； 
 3、有热门开源项目开发经验或源码研究，如nginx、redis、tars、brpc、dubbo、 
kafka、rabbitmq等。 
 ---------------------------------------------------- 
we have： 
1、 众多业务线：自研产品有应用商店、游戏中心、电商平台、搜索引擎、浏览器、广 告商业化、金融等。 
2、 海量用户：2018年初，应用商店DAU突破4000万；游戏中心DAU突破1000万；浏览器 DAU突破6000万。 
3、 给力小伙伴：深圳员工超过1400人，互联网团队近1000人，平均年龄26岁，年轻有 活力，核心成员均来自知名互联网公司。 
4、 工作氛围务实和谐，业务高速发展，个人成长空间大，薪酬福利哎哟还不错哦
                            "
C++ 软件工程师,中安视达,深圳,10-15K,1-3年,本科,"岗位职责： 
1, 负责公司医疗视频产品的 PC平台端/移动平台端的 软件开发。 
任职要求： 
1.一年以上Windows平台/linux/mac os 开发经验，熟练掌握QT跨平台开发 ； 
2.有丰富的图形界面开发经验，熟悉QT各个开发库和工具； 
3.能独立发布 各个平台下的安装软件。 
4.熟悉  音视频 传输通信。 
5.有医疗 图文工作站 等开发经验优先。
薪资福利：
1、每周40小时工作制，假期组合：带薪年假、及法定假期；
2、入职即签订劳动合同，缴纳五险一金；
3、员工活动：不定期的下午茶、体育活动；
4、提供行业有竞争力的薪酬，并视项目完成情况，给予项目奖金；
5、写字楼办公，舒适工作环境；
6、工作氛围：我们追求把公司营造成家的氛围，每位成员都散发着青春活力，爱学习爱分享的年轻团队，舒适的现代办公环境，跟一群80、90后一起疯，一起创造奇迹，期待你的加入共同开创属于我们的明天！
                            "
高级C/C++工程师,UBTECH,深圳,20-40K,10年以上,本科,"专业知识要求：
1 大学本科及以上，具有软件专业的基础知识、电子信息专业学历；
2、 精通C/C++语言编程，精通面向对象设计，熟练掌握STL；
3、熟悉软件架构设计，熟悉常用设计模式；
4、精通线程安全设计；
5、熟练掌握Linux系统的开发环境及开发工具，拥有丰富的嵌入式终端软件的开发经验。
专业任职资格要求：
1、 有Code review相关经验并且能配合团队Code review；
2、 具备良好逻辑思维能力；
3、 具备良好沟通能力。
从业经验要求（含行业或专业年限）：
1、至少7年以上的大型软件开发经验，并有架构设计经验；
2、至少5年以上嵌入式终端软件企业的工作经验。
                            "
c++开发工程师,朗仁科技,深圳,11-22K,1-3年,本科,"岗位职责：
1. 负责完成车系软件开发工作
2. 根据诊断软件研发设计工作计划及任务分工，开展软件研发编码工作，并进行调试优化；
3. 参与诊断软件的迭代升级工作，提出改进建议和方案；
4. 分析诊断软件业务逻辑，编写软件研发设计的协议文档；
5. 及时解决研发过程中的技术问题。
6. 有机会去国内外学习、出差
任职要求：
1. 本科或以上学历，计算机科学与技术等相关专业。
2. 具备良好的的C/C++语言编程能力，尤其C++。
3. 踏实肯干、学习能力、抗压力较强，注重团队协作
4. 有诊断行业从业经验的优先。
5. 熟悉国内汽油、柴油车（重型车）并有其诊断开发经验的优先。
6. 熟练掌握J1708、J1939通信协议的优先。
7. 会OD、IDA等反编译工具者优先。
福利待遇：
1、完善的社保、公积金福利;
2、完备的有薪假期；
3、政府安居房福利；
4、形式多样的部门团建活动；
5、惊喜连连的下午茶、生日PARTY、节假日庆典等娱乐文化活动；
6、完备的内训+外训体系；
7、提供具有外部竞争力和内部激励性的薪酬、绩效体系。
                            "
C++服务器开发工程师,银澎,深圳,15-30K,经验不限,本科,"岗位职责：
1.持续优化产品体验和系统性能,保障系统的稳定运行
2.针对新业务场景,参与设计和实现灵活可扩展、稳定、高性能的软件架构
3.参与生产系统 trouble-shooting，设计和实现必要的机制和工具保障生产系统整体运行的稳定性和高效性。
4.根据需要调研新技术在项目中的运用
岗位要求：
0.计算机相关专业本科及以上学历
1.精通linux服务器端C/C++开发,三年以上相关工作经验
2.精通掌握操作系统及多线程相关知识
3.充分理解常用的数据结构和算法,
4.具有代码洁癖,追求优雅的设计与优秀的代码质量
5.思维严谨,具有良好的分析问题和解决问题的能力
6.熟悉面向对象技术和常用的设计模式
7.有音视频开发相关经验优先
8.有大型分布式系统项目架构经验优先
9.代码展示,从过往项目中提供不超过500行、功能相对独立、体现你实力的代码
                            "
c++工程师,天英股份,深圳,11-22K,3-5年,本科,"岗位职责：
1. 参与公司软件项目的设计与开发工作；
2. 参与软件项目概要设计、详细设计的编写；
3. 根据要求完善产品使用效果；
4. 负责优化现有项目代码；
5. 负责项目技术攻关工作；
6. 配合测试工程师调试以及修复产品问题；
任职要求：
1. 计算机、通讯或电子技术相关专业毕业，1-3年以上C/C++开发经验；
2. 学习协作能力强；
3. 做事积极主动，有责任心；
4. 熟悉多线程编程、熟悉HTTP、TCP/IP通讯协议；
5. 有跨平台开发经验优先；
6. 有QT跨平台开发经验优先；
                            "
C++/Go语言后台高级工程师,好未来,深圳,25-45K,3-5年,本科,"工作职责；
1、负责好未来（原学而思，纽交所上市公司，中国教育科技公司翘楚）在线教育产品的后台开发；
2、负责App产品的服务端业务的开发和维护；
3、负责相关业务的后台开发及维护。
岗位要求:
1、3-5年工作经验，全日制本科以上学历
2、精通c++/go其中一门语言，并能快速上手另外两门语言，至少掌握perl、shell、python、php其中一门脚本语言；
3、精通分布式系统，高并发网络服务器研发，熟练掌握tcp/udp，熟练掌握linux系统及NGINX，Redis，MySQL，kafka等中间件的原理及应用；
4、沟通表达能力优秀，逻辑思维清晰，细致用心追求完美，富有团队合作意识和拼搏精神；
5、同时具备多种开发能力者优先；
                            "
C++服务器开发主程,乐逗游戏,深圳,30-50K,5-10年,本科,"岗位描述：
主要负责游戏服务器端相关内容开发及维护工作
任职要求：
1、本科及以上学历
2、5年以上网络游戏服务器开发经验，至少一款完整的网络游戏项目开发经验
3、精通C/C++语言，熟悉lua脚本语言
4、精通Unix/Linux开发、调试环境
5、扎实的计算机体系结构、算法与数据结构、操作系统原理等基础知识功底
6、熟悉网络游戏服务器架构，熟练掌握面向对象软件设计思想，熟悉网络编程以及数据库使用
7、具备优秀的学习能力、分析解决问题能力以及优秀的沟通协作能力，热爱游戏
                            "
c++服务器,易帆互动,深圳,15-28K,3-5年,本科,"工作职责：
1、负责游戏服务器端设计及开发；
2、与前台开发以及策划设计人员进行良好的沟通，高效的与前台开发合作设计编码和调试；
3、熟练和冷静的应对运营中的突发事件，严格按照运营流程处理事务。
工作要求：
1、本科及以上学历，计算机及相关专业；
2、1年以上后台开发工作经验；
3、1年以上分布式系统开发经验，网络游戏行业优先，对海量用户并行系统设计及系统优化有丰富经验，并能运用到高层的架构设计中；
4、熟悉linux操作系统下的c/c++开发及脚本使用，熟悉数据库相关应用开发；
5、全面的软件体系结构知识，熟练掌握面向对象技术、数据结构及应用，熟悉设计模式；
6、熟悉tcp/Udp等协议相关知识，熟悉网络编程；
7、具备良好的分析、解决问题能力，及良好的沟通协作意识，能承担较大的工作压力；
8、能够清晰完整的理解需求，并对可能出现的变化提出自己的预期思考以及梳理功能需求；
9、有Lua编程经验优先。
                            "
高级C++软件工程师,瑞为智能,深圳,20-30K,5-10年,本科,"岗位职责 ：
1、 主要负责嵌入式Linux系统下的C/C++应用软件设计、开发；
2、 负责所开发软件的单元测试、集成测试及后期维护和升级；
3、 负责对解决测试人员在系统测试和验收测试过程中发现的问题；
4、 负责软件软件开发过程文档的编写；
任职资格：
1、 计算机及相关专业毕业，大学本科以上学历
2、 精通C/C++语言，有5年以上C/C++软件的设计、开发经验；
3、 熟悉软件技术文档的编写；具备良好的文档编制习惯和代码书写规范；
4、 熟悉Linux系统编程，熟悉多线程，有嵌入式开发经验；
5、 积极上进，善于学习，具备良好的分析、解决问题的能力
6、 熟悉软件开发过程，具备良好的开发规范性与质量管理意识；
7、 有较好的沟通能力，团队协作性好，良好的逻辑思维能力，有韧性，敢于迎接挑战；
8、 有流媒体、视频处理开发经验者优先，有车载行业工作经验优先。
                            "
C++开发工程师,回收宝,深圳,10-15K,1-3年,本科,"1.参与产品的需求分析，进行系统模块的设计；
2.参与产品核心模块的编码和单元测试；
3.维护升级已有功能模块，开发新需求功能；
4.根据公司规范编写相应的技术文档。
岗位要求：
1.本科及以上学历，计算机、软件工程及相关专业，1年以上linux环境的开发经验；
2.熟悉C/C++,设计模式，TCP/IP协议，Http协议；
3.熟悉Mysql数据库操作，及sql语句编写；
4.熟悉redis/memcache缓存数据库的操作；
5.熟悉使用linux命令，熟悉shell、Python等脚本语言；
6.善于学习，有团队意识，责任心强，有互联网开发经验优先考虑。
                            "
C++后端开发,九道湾,深圳,15-25K·13薪,3-5年,本科,"职位描述：
（1）计算机、通信、电子等相关专业本科以上学历
（2）3年以上C++开发工作经验
（3）精通C/C++语言
（4）熟悉Windows或Linux环境下网络编程模型
（5）熟悉ACE、STL、Socket、线程、Shell等
（6）熟悉主流数据库软件，MySQl、SQLSerevr、Oracle至少一种
（7）对数据结构与算法有深刻理解，具有良好的编程习惯、思维严谨
（8）团队合作意识强、工作敬业创新
（9）能力优秀，待遇可面议
（10）棋牌类游戏相关经验
【公司能为你提供】
1、互联网的办公环境、靠谱的技术大牛团队、富有朝气活力年轻化的团队、轻松愉悦的工作氛围；
2、完善的培训流程体系，扁平化的管理结构、快速成长的平台、广阔的晋升空间；
3、为入职员工缴纳五险；
4、每年1-2次的调薪机会；
5、丰厚的季度奖金与年终奖，让你拿到手软；
6、提供营养又美味的午餐+加班晚餐、车补；
7、下午茶、聚餐、轰趴、唱K、旅游等团建活动，让你意想不到的丰富多样的团队建设；
8、节日礼品、生日趴；
9、超长的带薪年假；
10、无限量供应零食饮料，无论你是喜欢喝净化水还是牛奶，无论你是喜欢啤酒还是Rio，哪怕你狂爱益力多，都会让你幸福吃喝、开心工作；&nbsp;
11、每年一次体检
                            "
C++ 软件开发,睿初科技（深圳）...,深圳,15-20K,3-5年,本科,"岗位职责：
??	基于C++/Python分布式集群管理软件开发软件与维护；
??	基于C++的应用软件开发与维护
??	基于行业项目需求提交产品设计方案，并评估新技术的可行性；
??	对原有系统进行代码重构、优化。
岗位要求：
??	重点大学本科以上学历
??	熟悉C++，至少1年实际C++工程项目开发经验，并能在项目中熟练使用常用数据结构与算法；
??	有责任心、良好的团队合作精神和沟通能力
??	学习能力强，逻辑思路清晰；较强的代码调试能力
??	熟悉面向对象设计和编程者优先
??	熟悉QT者优先
??	熟悉数据库开发者优先
??	熟悉多进程、多线程并发环境编程者优先
??	熟悉Python、Perl、Lua脚本者优先
??	熟悉LINUX开发环境者优先
??	熟悉MongoDB, Redis, Zookeeper 等开源组件的管理、开发、调优者优先。
                            "
高级c++软件开发工程师,朗仁科技,深圳,15-20K,3-5年,本科,"1、精通C++编程、数据结构、算法，熟练使用STL库，熟悉C++11的新特性，有良好的编程规范； 
2、熟练使用Visual Studio，熟悉Window API、MFC、COM、ODBC、ADO等； 
3、熟悉Linux及UNIX下的gcc、g++编译工具； 
4、熟悉Java和OC与C++相互调用方式者佳； 
5、有跨平台开发框架使用经验者佳；
                            "
c++服务器开发,深圳市哈士奇游戏,深圳,10-15K,1-3年,本科,"1、根据策划或产品的要求进行游戏功能、系统逻辑的开发和活动的开发；
2、负责基于游戏需求的工具开发或二次开发，完成相关的技术文档编写；
岗位要求:
1. 计算机软件及相关专业，本科及以上学历;
2. 有1年以上c++开发工作经验,有游戏开发经验优先;
3. 熟悉TCP/IP,HTTP/s,WebSocket网络通讯协议、进程间通讯、多线程编程.
4. 熟悉Mysql语言,具有一定编写sql能力.
5. 对后台开发有浓厚的激情，热爱编程.
6. 具有较好的沟通能力,分析和解决问题能力.
                            "
C++软件工程师,科思科技,深圳,20-25K,3-5年,本科,"岗位要求：
1、掌握编程语言，C/C++等系列；
2、掌握计算机基础知识，网络、数据库和数据结构、设计模式等系列；
3、踏实努力，条例逻辑清晰；
4、具有大型软件开发经验优先；
5、至少有三年及以上软件开发经验。
如果您来，我们将为您提供：
1、行业内具有优势的薪酬待遇，多项奖励，人性化工作环境；
2、5天8小时工作制；
3、五险一金：养老、医疗、生育、工伤、失业和住房公积金；
4、国家规定的法定节假日、带薪年休假等各类假期；
5、节假日礼品；
6、多元化的业余团队活动；
7、调干入户；
8、人才住房；
9、员工股票；
                            "
C/C++高级工程师,高榕科技,深圳,20-30K,3-5年,本科,"职位描述：
1、参与p2p分布式存储系统开发
2、参与解决p2p系统中的技术问题
3、参与相关系统架构的设计、关键技术选型，编写开发阶段的相关文档等
4.对外接口的开发
工作要求:
1、本科及以上学历，3年以上工作经验
2、扎实的计算机知识，熟悉C/C++编程，熟悉tcp/ip网络编程，有golang开发经验优先
3、熟悉Linux系统，熟练使用nginx、MySQL、Redis等开源组件
4、逻辑思维能力强，有较强的分析定位问题的能力
5、有大型高可用分布式系统开发经验者优先
6、熟悉P2P、EMULE、BT等数据传输技术者优先，熟悉DHT等去中心化索引技术者或者有区块链行业者优先
7.能熟练运用STL
8.熟悉TCP/IP协议以及其他常见的网络协议如UDP等
                            "
C++,HANYANG,深圳,13-20K,1年以内,硕士,"职位描述及要求:
      1、通信、电子、自动化、计算机类相关专业，本科学历以上，具备嵌入式软硬件设计项目、机器人开发经验优先; :
      2、熟悉C++、C，有系统化的C++开发经验，熟悉常见算法的实现方法，有一定的代码规范;
      3、主要负责机器人系统的嵌入式软件开发，完成算法工程师设计的控制、导航、滤波等算法的C++实现及移植;
      4、有较强的学习能力、沟通能力以及团队合作能力
                            "
高级C++开发工程师,华溯时代,深圳,25-50K,3-5年,本科,"从事对等网络, 分布式存储, 加密算法等服务器底层模块的开发工作。
1、1年以上服务端C/C++或Go的研发经验；
2、熟练掌握Linux下的C/C++开发；
3、精通Linux下的网络编程；
4、扎实的数据结构和算法基础；
有以下经验的有加分：??1、了解kad等常见点对点网络的实现原理；
2、熟悉常用的密码学算法和原理， 了解秘钥交换， rsa, ecdsa等常用算法的实现细节；
3、熟悉编译原理， 了解V8等脚本引擎；
4、名校毕业， ACM获奖有加分；
岗位要求
优秀的数据结构和算法基础， 具备快速学习新知识的能力与热情。
                            "
C++工程师,华锐,深圳,14-21K,1-3年,本科,"岗位职责：
1、从事金融类基础架构软件的设计和研发；
2、承担分布式系统消息中间件子模块的设计、编码和测试； 
3、参与版本发布、技术支持，问题定位，缺陷修复，测试调优。
任职要求：
1、本科及以上学历，1年以上软件研发工作经验（优秀毕业生亦可）；
2、熟悉使用STL和Boost库，有多线程编程经验；
3、熟悉Linux系统、高性能网络编程、TCP/IP协议栈及ZeroMQ、Kafka或ActiveMQ等消息中间件；
4、条理清晰，沟通表达能力良好，对技术有好奇心，善于研究学习；
5、有高可用、高并发、低时延等分布式系统场景设计和研发经验者、有证券交易系统开发经验、熟悉证券交易业务流程或交易所接口者优先考虑；
6、对于经验更丰富、能力更强，有相关领域开发经验者，将以更高级别招聘入职。
                            "
C++开发,掌悦游戏,深圳,10-15K,1-3年,大专,"岗位职责：
1、 负责小游戏后端逻辑开发；
2、 系统的需求分析、设计、编码等开发工作；
3、 负责相关系统的维护工作，保证系统稳定可靠运行。
任职要求：
1、游戏项目开发3年以上，熟悉各种游戏逻辑，如商城、背包、技能、AI等；
2、有扎实的C++基础，学习能力强，能快速转Nodejs；
3、有linux编程经验，熟悉mysql、redis开发优先。
                            "
Linux C/C++后台开发工程师,智慧科技,深圳,20-40K,3-5年,本科,"职责描述：
1、负责云平台后台开发，维护，优化工作；
2、负责云平台运营系统，经分系统，运维系统，大数据系统的开发，维护，优化工作；
任职要求：
1、3年以上Unix/linux下大并发网络服务开发经验；
2、熟练掌握C/C++开发语言，常用数据结构及算法；
3、熟悉Linux下多线程/多进程、网络编程，精通TCP/IP协议，IPC编程；
4、熟练掌握数据库原理，熟悉MySQL等关系型数据库编程；
5、熟悉Redis，mongodb，kafka等开源项目原理并在具体开发项目中有实践经验；
6、掌握至少一门脚本语言，如Python/SHELL等；
7、具备良好的分析解决问题能力，能独立承担工作任务及把控任务进度； 
8、对大规模互联网通讯服务应用有经验；了解分布式应用设计，有一定的高并发处理经验优先；
9、有大数据分析挖掘工作经验优先；有互联网公司工作经验优先；
                            "
C/C++高级开发工程师,国开信息,深圳,15-20K,3-5年,本科,"岗位职责：
负责金融创新业务需求分析，完成需求开发，各模块联调，线上运营问题跟踪定位，持续完善产品功能
教育背景：计算机软件及相关专业，大学本科及以上学历；
业务技能：
1、熟悉C/C++开发语言，熟悉党的RPC框架，熟悉shell语言，对敏捷开发有一定的了解；
2、深刻理解面向对象开发，具有较好的系统分析设计能力、文档撰写能力；
3、熟悉Linux网络编程、熟悉互联网业务开发，熟悉一种以上数据库，掌握MYSQL开发和优化；
4、积极进取、诚实正直、责任心强，无论是对内还是对外，有较强的沟通能力；可以实现解决方案的落地化。
公司福利:
      1、社保以及公积金：劳动合同签订后，按国家规定缴纳工作地的五险一金。
      2、交通补贴：一般区域200元/月，一类区域（北、上、广州、深）400元/月
      3、通讯补贴：100元-500元/月
      4、午餐补贴：200元/月
      5、加班工资：1-4级、5-8级、9-14级、15级以上分别为每小时20元、40元、60元、80元（节假日加班调休）
      6、股份期权，根据年资、岗位、职级、荣誉、贡献等值享有不同数额
其他福利：
      1、每年为员工安排一次常规体检，体检费报销30岁以下、35岁、40岁、45岁、50岁、55岁、60岁、65岁分别为 300元、500元、700元、900元、1100元、1300元、1500元、1700元。      
      2、每年员工直系亲属可享有500元一人次的体检报销费用。
      3、员工在公司工作期间出生的孩子在幼儿园、小学、初中、高中、大学各阶段学习期间可以每年获赠3000、5000、7000、9000、11000元的费用报销补贴
      4、其他如生日、端午节、中秋节、春节、结婚礼品、休假、探亲、奖金等
      5、员工关爱基金，员工本人或直系亲属可享有最高额度50万元的直接援助以及世爱公益慈善志愿者协会发起的募捐支持，帮助困难员工真正度过难关。
      6、员工成长基金，每人每年不低于5000元的技能培训和素质培训。
                            "
C++软件开发工程师,鹏鼎控股,深圳,6-9K,3-5年,本科,"1.2年以上软件开发经验；
2.熟练应用C++，VC,C#, Labview等开发工具；
 3.有Web App,嵌入式系统或MAC OSX系統软件开发经验者优先；
4.有机器视觉和图像处理能力者优先录用；
5.英语听说读写能力强。
                            "
C++开发工程师,杉岩数据,深圳,15-30K,3-5年,本科,"岗位职责
1、 负责分布式存储系统相关功能的设计和开发、功能单元测试；
2、 协助测试人员完成系统的集成测试。
任职要求
1、本科或以上学历，计算机或相关专业；
2、3年以上c/c++开发经验，熟悉Python、linux shell；
3、熟悉分布式系统，云计算，存储系统，大规模数据处理相关技术；
4、有扎实的网络技术基础，对socket通信、UDP/TCP/IP和HTTP有深刻的理解；
5.自我学习能力强，分析解决问题能力强，善于沟通交流，有责任感，有团队协作精神，对新技术敏感。
                            "
C++工程师,壹佳壹信息技术,深圳,10-20K,3-5年,大专,"职位描述
1、参与公司区块链项目的服务端技术开发工作；
2、参与公司业务系统分析、架构分析等工作；
3、参与新技术的创新性预研。
4、接受公司安排的其他技术研发任务。
任职要求
1、大专（及以上）学历，2年以上C++开发经验，计算机网络相关专业优先。
2、熟练C/C++编程语言、数据结构、算法基本知识、设计模式；熟练使用STL。
3、熟悉linux操作系统，有Linux平台下C/C++相关的后台开发经验，熟悉gcc、g++等调试开发工具。
4、熟悉网络接口编程及相关协议。
5、熟练使用MySQL数据库，有数据库设计及优化经验者优先；
6、从事过大并发量服务端应用开发，有架构设计经验优先；
7、熟练使用Redis数据库，有Redis经验者优先；
8、熟练使用RabbitMQ，有RabbitMQ经验者优先；
9、对接过区块链，有区块链经验者优先；
10、拥有良好执行能力和团队意识，责任心强，态度积极，善于沟通。
11、遇到问题时，具备良好的分析和独立解决问题的能力。
12、认同公司文化及制度。
上班时间
早上9:00-12:00  下午13:30-18：30。
周末双休，按照国定节假日休假。
                            "
高级C++开发工程师/YX,深圳云天励飞,深圳,16-32K,3-5年,本科,"岗位职责：
1、参与行业技术方向的讨论，设计行业技术选型；
2、参与项目架构的制定和优化，开拓和引入新的技术；
3、负责项目后端业务逻辑开发，与技术团队交流协作；
4、负责项目部署和升级，以及部分日常维护、相关培训等。
任职要求：
1、本科以上学历，三年以上工作经验，精通C++，有完整软件项目开发、迭代和实施经验，有软硬件结合项目经验优先；
2、对软件工程和编程技术有一定的理解，具备服务器端开发经验且在某个技术领域钻研足够深，熟悉常用的开发框架，具备全栈开发经验者优先 ；
3、有项目云服务化或者相关开发经验，熟悉大规模、高并发系统架构设计，有大型项目调优经历，熟悉云端项目的部署和维护；
4、具备数据系统的规划设计及调优能力，熟悉常见关系数据库和非关系数据库，熟悉分布式文件系统和上层应用，有相关开发经验者优先；
5、良好的编程习惯，熟悉常用设计模式和一般项目的开发流程。
                            "
C++工程师,大展科技,深圳,14-20K,3-5年,本科,"(1) 熟悉C++、TCP，一定的软件架构能力，3年以上开发经验。
(2) 有金融证券从业经历或熟悉证券金融业务知识者优先。
(3) 有NodeJS、HTML5、Docker、混合编程相关经验者优先。
(4) 工作积极主动、责任心强、学习沟通能力强，具有良好的团队协作精神。
                            "
C++  QT软件工程师,微尔纳高科,深圳,10-15K,1-3年,本科,"熟练QT界面编程 
对C++编程熟悉
对Iinux系统熟悉
                            "
服务器c++,华溯时代,深圳,20-40K,1-3年,本科,"从事高性能服务器开发工作;
1、2年以上服务端Go或C/C++的研发经验;
2、熟练掌握Linux下的Go或C/C++开发;
3、精通Linux下的网络编程;
4、扎实的数据结构和算法基础;
5、较强的学习能力。
有以下经验的有加分：
1、了解熟悉撮合引擎优先;
2、熟悉高并发网络编程；
3、名校毕业， ACM获奖有加分。
岗位要求
优秀的数据结构和算法基础， 具备快速学习新知识的能力与热情。
                            "
少儿编程行业/C++讲师,小码教育,深圳,10-15K,1年以内,本科,"1.    主要负责讲授青少年编程课程（6-16岁）；
2.    按照公司制定的教学计划，高质量完成教学任务；
3.    负责班级日常管理和维护工作；
4.    负责学生辅导和教学答疑等工作；
5.    参与优化和创新教学课程体系；
6.    配合其他部门完成相关工作。
  任职要求：
1.    本科计算机相关专业，能较好掌握C++
2.    具备独立工作能力和学习能力；
3.    形象佳，亲和力强，有较强的沟通表达能力；
4.    耐心，吃苦耐劳，责任心强，有团队协作能力；
5.    有教育培训行业经验者或者相关教师资格证书者优先。
                            "
游戏C++服务器主程,万神殿网络游戏,深圳,25-40K,3-5年,本科,"岗位职责：
1. 负责迭代改进服务器架构，使其不断进化；
2. 负责游戏后端核心模块设计与实现；
3. 负责服务器性能优化；
4. 负责服务器团队日常管理。
                                                                                                                                                       
岗位要求：
1. 本科及以上学历；
2. 4年以上游戏服务器开发经验，有成功上线项目经验；
3. 精通C++，熟悉Linux，对海量用户并发及服务器优化有丰富经验；
4. 至少深度、完整主导过1款游戏的服务器开发及上线运营工作； 
5. 热爱游戏事业，团队协作沟通能力强，责任心强。
                            "
C++软件工程师,六度人和,深圳,15-30K,3-5年,本科,"岗位职责：
    1.从事PC端UI和应用开发；
    2.参与项目架构设计；
    3.定位和解决应用程序出现的问题
    4.开发话机功能
    5、参与cef调优和问题定位
  任职资格：
    1.3年以上工作经验，C++基础扎实
    2.熟练使用Visual Studio开发工具
    3.能熟练的使用win32 api开发项目
    4.1年以上Duilib界面库用法经验；
    5.对网络编程知识有一定的了解，出问题能定位到是哪方面问题
    6.精通WinDbg，能用Windbg定位各种问题；
    7.有cef开发经验，对cef内核源码有一定的研究
    8.有硬件基础特别是固话相关知识优先
                            "
C++服务端工程师,OPPO,深圳,30-50K,3-5年,本科,"岗位职责
1.	参与RPC框架、缓存等技术产品研发，支撑线上大规模互联网业务；
2.	负责各类技术难题攻关，持续提升产品的性能、可靠性等指标。
职位要求：
1. 大学本科学历，2年以上工作经验；
2. 熟练掌握Linux环境下的C/C++开发；
3. 精通主流数据结构及算法，熟悉TCP/IP协议及网络编程；
4. 有分布式系统的研发经验，熟悉RPC框架、分布式缓存、MQ等产品；
5. 具备良好逻辑分析能力，沟通能力以及团队合作精神；
6. 主动性强，有强烈的求知欲和创新能力。
                            "
高级C++开发工程师,PonyAI小马智行,深圳,20-40K,3-5年,本科,"岗位职责：
与各个技术方向通力合作，参与无人车系统一个或多个模块的开发，包括但不限于车载操作系统、仿真平台、数据平台、深度学习平台等，需要较高的代码质量。
任职要求：
-计算机或相关专业本科及以上学历； 
-较好的数据结构和算法能力； 
-熟练掌握C++，或能快速学习并掌握； 
-良好的团队沟通与协作能力； 
-工作积极主动，能发现问题并解决问题； 
-能满足以下任意一点可以加分： 
-熟练使用Python或Bash； 
-有QT与OpenGL的开发经验； 
-有使用Python开发Web服务的经验； 
-具有分布式系统（存储或计算）的开发维护经验，了解一个或多个开源分布式系统的原理及技术细节； 
-有Docker、Kubernetes的使用、开发与维护经验。
                            "
C++开发工程师,链报信息咨询有限公司,深圳,12-24K,3-5年,本科,"职责描述：
1、参与编写、维护和升级自研实时分布式数据库；
2、编写智能合约。
任职要求：
1、精通c++语言（C++11标准及以上）
2、精通编译、链接、执行的全过程
3、精通操作系统，计算机网络，数据结构与算法，计算机组成原理
4、熟练程序内存管理，编写高质量代码加分
5、熟练使用IDE、cmake、手工编译等各种开发方式
6、熟悉各种设计模式并运用在项目中
7、阅读过postgresql，mysql，mongodb等数据库源码，会其他一门脚本语言如Python/nodejs/lua/shell
8、熟练使用git
9、有过区块链从业经验优先
                            "
