name,company,city,salary,exp,edu,details
C++,OPPO广东移动...,深圳,30-50K,经验不限,本科,"搜索广告后台开发，既有业务又有技术。共建搜索广告业务。
1.计算机相关专业本科或以上学历；
2.精通C/C++编程技术，对Stl、模板编程熟悉；
3.精通Linux多线程模型编程，高性能网络编程，熟悉HTTP、TCP/UDP协议；
4.熟悉缓存，分布式、消息中间件等核心技术；
5.熟悉搜索相关知识点，对索引优化有一定见解；
6.熟悉MySql数据库，对Sql优化有一定的经验；
7.专注于技术，精益求精，密切关注业界的最新技术发展动态；
8.有激情、愿意分享，自驱能力强，良好的沟通能力，较强的结果导向意识和抗压能力。
9.有广告或者搜索开发经验者优先。
                            "
C++软件工程师,瑞为智能,深圳,15-25K,5-10年,本科,"岗位职责 ：
1、 主要负责嵌入式Linux系统下的C/C++应用软件设计、开发；
2、 负责所开发软件的单元测试、集成测试及后期维护和升级；
3、 负责对解决测试人员在系统测试和验收测试过程中发现的问题；
4、 负责软件软件开发过程文档的编写；
任职资格：
1、 计算机及相关专业毕业，大学本科以上学历
2、 精通C/C++语言，有5年以上C/C++软件的设计、开发经验；
3、 熟悉软件技术文档的编写；具备良好的文档编制习惯和代码书写规范；
4、 熟悉Linux系统编程，熟悉多线程，有嵌入式开发经验；
5、 积极上进，善于学习，具备良好的分析、解决问题的能力
6、 熟悉软件开发过程，具备良好的开发规范性与质量管理意识；
7、 有较好的沟通能力，团队协作性好，良好的逻辑思维能力，有韧性，敢于迎接挑战；
8、 有流媒体、视频处理开发经验者优先，有车载行业工作经验优先。
                            "
c++服务器,深圳冰川网络,深圳,8-16K,1-3年,本科,"一、岗位职责：
负责服务器技能、AI逻辑的开发。
二、岗位要求：
1. C++基础扎实，代码风格好；
2. 2年以上游戏服务器开发经验；
3. 具有RPG类型游戏的战斗和AI开发经验。
                            "
C++开发工程师,蓝胖子机器人,深圳,11-22K,经验不限,学历不限,"C++开发工程师
 工作简介
1. 实现机器人学相关算法
2. 集成相关软件模块和库
3. 维护机器人相关功能，保持稳定运行
职位要求
1. 熟练Linux开发环境
2. 注重编码规范和软件工程
3. 熟练使用 git
4. 熟练使用C++，了解C++11、C++14等新规范，包括但不限于
    - 指针，智能指针 
    - 内存对齐和管理
    - 熟练使用 STL, Boost
    - 熟练面向对象编程
    - 熟悉C++模板
    - 熟悉常用的Linux系统管理工具，简单shell编程来辅助开发工作
    - 熟悉工具链体系和环境构建，懂得如何编写或修改Makefile来完成工作
5. 熟悉某些动态语言，如 python
加分项:
熟悉机器人学或机器人学的某个方向
熟悉一些机器人相关框架和库：如 ROS, Moveit, Gazebo, OpenRave, KDL, PCL, OpenCV 等
请展现你任何计算机方面的特殊才能
熟悉模版元编程，泛型编程
熟悉函数式编程
熟悉常用的机器学习算法
熟悉编译器的工作流程
熟练编译选项 Compiler Options
熟练掌握一款像样的编辑器Emacs/Vi/vim 
熟悉GDB等debug工具
熟悉一门动态语言，如Python、Lua、Scheme等等
熟悉网络编程，多线程编程，并行编程 ，如CUDA, MPI, OpenMP
熟悉OpenCL
熟悉CPU指令集优化 Use CPU instruction set to optimize，如SIMD，AVX
针对以下书籍有过一定深入的学习 ： 《TAOCP》 、《CSAPP》、 《SICP》 、《Computer Organization and Design》、《Introduction to Algorithms》、《CODE》。请给出相应的学习成果以供评估（博客、论文、开源项目等）
如果自己实现过虚拟机、操作系统、编译器、编程语言、各种基础框架等请附上Github，gitlab，bitbucket 等地址，但你必须作为项目原作者或者核心开发者
                            "
C++开发工程师,智神信息技术,深圳,15-25K·14薪,3-5年,本科,"岗位职责：
1、参与产品及系统的研发、测试，维护和发布；
2、参与产品及系统的需求调研和需求分析，撰写相关技术文档；
3、编写相关技术文档
任职要求：
1、大学本科或以上学历，计算机相关专业，3年以上相关工作经验；
2、C++编程基础扎实，对网络编程有深入理解以及很强的应用能力；
3、熟悉C++多线及多进程编程, 熟悉串口、USB、网络通讯编程；
4，熟悉网络协议，了解TCP/IP，HTTP，RPC等工作原理；
5，了解epoll，libevent/libuv框架者优先；
6、学习能力强，拥有较强的逻辑思维能力，对问题有钻研精神，有较好的沟通交流能力；
7、具有跨平台开发经验者优先；
8、具有智能硬件软件开发经验者优先
（此岗位为智云旗下软件平台APP ZY PLAY的岗位）
*因发展需要，公司地址五月底会搬到龙岗星河Word（10号线目前在建，靠近民乐地铁站）*
                            "
C++服务器,深圳冰川网络,深圳,8-16K,1-3年,本科,"一、岗位职责：
1.C++基础扎实，代码风格好，熟悉设计模式；
2.熟悉LUA语言；
3.1-2年游戏逻辑开发经验；
4.对游戏的框架技术有所了解；
5.有持续优化程序的良好习惯；
二、岗位要求：
1.C++基础扎实；
2.有游戏开发经验优先；
                            "
中间件\组件架构师（C++）,vivo,深圳,30-60K,3-5年,本科,"岗位职责：
1.负责机器学习平台和个性化推荐平台的设计与开发工作。
2.负责分布式缓存服务的设计与开发工作。
3.负责广告推荐算法预测工程服务的设计与开发。
岗位要求：
1.熟悉数据结构和常用的算法，熟练掌握C++语言，有C++编程经验
2.熟悉Linux系统开发者，熟悉网络编程和多线程编程，了解TCP/IP，HTTP等工作原理
3.熟悉互联网海量服务和分布式系统的设计方法和理论
4.具有较强的编程实现能力和快速学习能力，良好的沟通能力
5.具备良好的分析解决问题能力，能独立承担工作任务及把控任务进度
6.有机器学习平台和分布式缓存服务研发经验者优先，了解开源框架TensorFlow、Caffe优先，了解机器学习算法者优先
                            "
C++工程师（深度学习方向）,深兰科技,深圳,15-30K,1-3年,硕士,"岗位职责：
负责计算机视觉算法系统集成的设计，优化和维护；
岗位要求：
1、较强工程实践能力，熟练掌握C/C++编程语言，至少两年以上编程经验，有一定的架构能力，能独立完成算法模块设计；
2、具有图像/视觉相关背景知识和开发经验优先；
3、熟悉深度学习框架者优先；
4、具有CUDA编程经验者优先；
5、熟悉Linux，了解python/MATLAB。
                            "
C++,悠悠互动,深圳,20-26K,5-10年,本科,"1.负责开发和优化游戏服务器
2.负责监控服务器的代码质量和代码规范等技术指标的控制
3.合理安排后端技术任务，管理后端开发进度；
4.组建服务器团队，并培养服务器开发人员。
任职资格:
1. Linux和C/C++3年以上游戏服务器端开发经验开发经验；
2. 熟悉常用数据结构和算法；
3. 曾担任有大型承载多人的游戏服务器框架开发和维护并有上线经验者优先；一年以上服务器主程经验者优先；
4. 有过部署上线游戏服务器的经验优先；
5. 有过服务器性能优化经验( 包括内存优化，网络IO，DB IO优化等)
6. 思维能力强，逻辑慎密，做事踏实严谨，责任心强，善于学习；
7. 有良好的团队合作精神和沟通能力，热爱游戏，精力充沛，强烈责任心
8.有过MMO类经验或端游经验者优先。
                            "
C++开发工程师,乐刷,深圳,15-25K·14薪,3-5年,本科,"工作职责：&nbsp;
1.负责后台系统的设计与开发；
2.负责后台系统的运维和维护，产品故障定位分析与解决；
3.负责向直接上司汇报日常工作计划和进展。
工作要求：&nbsp;
1.计算机或相关专业，本科或以上学历；
2.精通C++开发，熟练使用Shell脚本；熟悉网络知识,&nbsp;熟悉TCP/IP网络开发；
3.强烈的责任心和工作热情，良好的团队合作精神；
4.熟悉WINDOWS、LINUX环境开发；
5.熟练使用MYSQL,Oracle数据库，并能进行数据库编程；
6.熟悉面向对象的设计方法和设计理念；
7.有银行核心系统开发经验和支付行业背景的优先。
                            "
C++开发工程师,OPPO,深圳,15-30K,3-5年,本科,"岗位职责
    1.负责缓存、NoSQL等中间件产品的需求、设计、开发、落地实施等工作；
    2.负责各类技术难题攻关，为业务提供高性能、高可用的后端技术服务。
    职位要求：
    1. 大学本科学历，2年以上工作经验；
    2. 熟练掌握Linux环境下的C/C++开发，有go/java经验更佳；
    3. 熟悉TCP/IP协议，熟练掌握Linux网络编程和多线程编程技术；
    4. 有常见kv存储引擎(LevelDB，RocksDB等)、缓存（redis, memcached等）的开发经验，阅读源码者优先;
    5. 善于解决和分析问题，有良好的团队合作精神。
                            "
C/C++开发工程师,深信服科技,深圳,12-24K·16薪,经验不限,本科,"岗位职责：
1、参与安全产品的整个研发过程（包括需求、预研、设计、开发、编码等）；
2、独立分析、评估并解决问题，能够高效的解决研发层面的各种问题。
岗位要求：
1、本科及以上学历，1年以上软件研发工作经验；
2、熟悉Linux操作系统，熟练掌握C/C++语言开发；
3、对网络协议，如TCP/IP协议、HTTP协议等有一定的了解；
4、对于经验更丰富、能力更强、有相关领域研发经验者，将会以更高级别招聘入职。
最神秘、最酷炫、最有前（钱）景的网络安全行业；
加入我们，来一场与黑客博奕、和病毒对抗的激战；
                            "
高级C++开发工程师,OPPO,深圳,20-40K,3-5年,本科,"职位职责：
1.OPPO搜索广告业务后台开发；
2.共建搜索广告技术框架；
3.深度参与业务规划，讨论并提出有建设性的意见。
任职要求：
1.计算机相关专业本科或以上学历；
2.精通C/C++编程技术，对Stl、模板编程熟悉；
3.精通Linux多线程模型编程，高性能网络编程，熟悉HTTP、TCP/UDP协议；
4.熟悉缓存，分布式、消息中间件等核心技术；
5.熟悉搜索相关知识点，对索引优化有一定见解；
6.熟悉MySql数据库，对Sql优化有一定的经验；
7.专注于技术，精益求精，密切关注业界的最新技术发展动态；
8.有激情、愿意分享，自驱能力强，良好的沟通能力，较强的结果导向意识和抗压能力。
9.有广告或者搜索开发经验者优先。
                            "
C/C++,未来工场,深圳,15-20K,3-5年,本科,"岗位要求：
1、本科及以上学历，数学、软件、计算机相关专业
2、精通C/C++编程语言，对高效大数据运算有比较深的理解；
3、对数据建模、数据分析有较深入的理解与认识
4、数学基础好（特别是线性代数、微分几何）、肯钻研、有责任心；
5、对算法及软件开发有浓厚兴趣和工作热情，具有良好团队协作能力、沟通能力；
6、有3D格式文件分析处理经验者优先。
                            "
软件工程师（C/C++）,同洲电子,深圳,8-12K,1-3年,本科,"岗位职责：
1. Linux设备驱动开发与维护
2. 驱动模块测试用例设计，编写与维护
3. 负责数字电视系统开发、优化、测试和维护
4. 负责基于数字电视系统的DVB中间件开发、测试和维护
5. 负责基于数字电视系统第三方应用的集成、优化和测试
6. 负责给第三方客户提供技术支持
技能要求：
1.计算机、通信、软件工程、自动化或相关专业，本科及以上学历；
2.精通C语言,有1年及以上C语言相关开发经验；
3.数量掌握多线程、进程、算法，程序设计风格严谨、整洁、高效；
4.精通LINUX调试方法与调试工具,精通shell,bash脚本；
5.思路清晰、思维敏捷、有快速学习能力；
6.良好的沟通能力和团队合作意识，责任心强，能承受项目压力；
7.有数字电视行业经验者优先。
                            "
c++开发工程师,阿卡索外教网,深圳,10-15K,3-5年,大专,"任职要求：
1、有3~5年Linux/Windows下C++的开发经验，较强的编译能力。
2、了解Tcp、Http、https等通信协议, 并有实际项目开发经验；有Tcp Server高并发开发经验者优先；熟练使用STL，理解多线程、多进程，掌握进程间通信、线程间通信，并有丰富的使用经验。
3、了解分布式系统的原理， 有实际项目经验优先。 
4、至少有1个项目，或者大型项目的的较大独立模块的主责或者骨干经验。
5、有流媒体相关的理论知识和项目经验者优先：H264， Acc , Rtsp , Rtmp , FFmpeg。
6、有以下经验者优先考虑：深入了解WebRtc，并有实际项目经验的；有 FFmpeg、Filter 开发经验的；有美颜、 变音等特效处理经验的优先。
7、有良好的沟通能力和团队协作精神、并敢于承担压力。
职位描述：
1、主要负责互动直播系统服务器的设计、开发；
2、网络视频互动直播点播及网络存储等模块设计；
3、音视频相关应用需求分析、方案制定、代码编写及调试。
                            "
c/c++,绛门科技,深圳,5-10K,1年以内,本科,"1  熟练掌握C语言
2  能接受加班，愿意学习
3 熟悉linux 和 tcp/ip 网络协议的优先。
                            "
C++服务端架构师,OPPO,深圳,30-50K,3-5年,本科,"岗位职责
1. 参与RPC框架、缓存等技术产品研发，支撑线上大规模互联网业务；
2. 负责各类技术难题攻关，持续提升产品的性能、可靠性等指标。
职位要求：
1. 大学本科学历，5年以上工作经验；
2. 熟练掌握Linux环境下的C/C++开发；
3. 精通主流数据结构及算法，熟悉TCP/IP协议及网络编程；
4. 有主导大规模分布式系统的设计及开发经验，熟悉RPC框架、分布式缓存、MQ等内部机制；
5. 具备良好逻辑分析能力，沟通能力以及团队合作精神；
6. 主动性强，有强烈的求知欲和创新能力。
                            "
C++开发工程师,道通科技,深圳,18-35K,5-10年,本科,"深圳 长沙 西安 三地均有C++岗位的招聘需求
岗位职责：
1、根据诊断软件研发设计工作计划及任务分工，开展软件研发编码工作，并进行调试优化(VC,VS环境)；
2、参与诊断软件的迭代升级工作，提出改进建议和方案；
3、分析诊断软件业务逻辑，编写软件研发设计的协议文档；
4、及时解决研发过程中的技术问题。
任职要求：
1、计算机科学、计算机工程或电子信息工程或相关专业本科以上学历，英语四级或以上；
2、精通C、C++语言，熟悉VC编程环境，具有一定的GUI编程经验；
3、对汽车诊断协议或其它通讯协议有一定了解者优先；有逆向经验且条件特别优秀的非汽车行业人员亦可；
4、具有较强的逻辑思维能力，能独力解决作中的问题和难点；
5、有较好地团队合作和吃苦耐劳的精神，能承受较强的工作压力，虚心好学、事业心强。
                            "
C++,深圳乐玩时空,深圳,18-35K,5-10年,本科,"游戏服务器逻辑开发；
2.制作和改善相关的游戏工具, 为策划和运维提供相应的技术支持
职位要求：
1.熟悉C/C++开发语言
2.有1年以上游戏服务器端开发经验，熟悉lua脚本语言
2.熟悉面向对象开发，具有较好的系统分析设计能力;
3.熟悉Linux编程者优先
4.有分布式系统后台研发经验者优先；
5.热爱游戏，有责任心，有团队精神，能够独立完成任务，能吃苦
                            "
C++资深开发,瑞安智,深圳,30-50K,1年以内,本科,"本科及以上学历，计算机相关专业；
3年以上后开发工作经验；
具备服务器开发工作经验，熟练掌握LINUX系统，熟练掌握C++语言
有大数据经验优先
                            "
C++工程师,博智林机器人,深圳,15-30K,3-5年,本科,"工作内容：
1、精通C++，使用C++开发项目所需应用软件
2、配合项目经理保质保量的完成开发任务
3、编写和维护开发文档
4、验证和修改测试中发现的问题，优化、升级和维护上位机应用软件
任职资格：
1、具有通信、电子、计算机等相关专业本科及以上学历
2、具有3年以上C++开发项目经验
3、有建筑机器人研发项目经验者优先
4、有Modbus、RTU/TCP、OPC、PLC等协议制订经验者优先
5、有Protocol Buffers相关的编程经验者优先
                            "
C++,创成微电子,深圳,8-12K,1-3年,本科,"岗位职责：
1、按照公司产品开发计划完成软件设计工作；
2、根据设计报告，进行编码，并参与代码的评审测试工作；
3、相关软件的维护完善和升级工作；
任职要求：
1、计算机软件相关专业，大专及以上学历；
2、必须有1年以上的独立的软件开发经验；
3、熟练使用C++，熟悉Windows API和MFC；
4、工作踏实、认真、负责，具有良好的沟通能力；
5、有良好的团队合作精神，积极主动，富于创新，勇于承担责任和挑战。
                            "
C++高级开发工程师,回收宝,深圳,20-30K,3-5年,本科,"1.参与产品的需求分析，进行系统模块的设计；
2.参与产品核心模块的编码和单元测试；
3.负责部分服务器端的架构工作；
4.负责服务器端部分的性能优化工作；
5.负责主导历史服务优化，问题定位。
岗位要求：
1.本科及以上学历，计算机、软件工程及相关专业；
2.3年以上linux开发经验和互联网行业开发经验；
3.熟悉C/C++，设计模式，TCP/IP协议，Http协议，网络编程；
4.熟悉Mysql数据库服务性能调优，sql语句调优等；
5.熟悉redis/memcache缓存数据库的操作等；
6.熟悉使用linux命令，熟悉shell、Python等脚本语言；
7.熟悉常用开源软件kafka libevent protobuf nginx等；
8.有平台架构经验，对网络同步有深刻认识，对敏捷开发认识深刻者优先；
9.责任心强，良好的对外沟通和团队协作能力，主动、好学，能带领团队攻克难题。
                            "
C++开发,软通动力,深圳,8-13K,1-3年,本科,"c++项目经验，会linux的，有大型系统研发经验者优先
                            "
Linux C/C++ 开发工程师,百富计算机,深圳,8-16K,1-3年,本科,"职责描述：
1. 进行linux系统下应用软件的需求沟通（海外客户），根据产品功能，进行功能设计，代码开发；
2. 能按照项目计划与团队完成应用软件的开发，提高高质量代码。
3，负责Linux支付终端海外业务的应用程序开发，能独立完成项目的需求分析，设计，开发，维护，测试等工作。
4，负责Linux支付产品的海外客户的远程及现场的技术培训，技术支持，开发调试，上线支援等工作。 
5，规范代码和文档的编写和维护，持续的完善产品，提高产品功能和性能。
任职要求：
1,本科以上学历，有2年左右相关Linux平台C/C++开发经验、计算机相关专业；
2,扎实的C/C++基础，具有良好的数据结构和算法基础；
3,精通Linux系统环境下的软件开发；
4,熟悉网络编程，多线程编程；
5,英语6级以上，熟练阅读英文资料，良好的口语沟通能力;
7,责任心强，有主动承担责任的担当；良好的沟通和团队协作能力,良好的问题分析能力;热爱技术，动手能力强。
8，能胜任短期的海外出差，有海外出差经验者优先； 
9，有Android开发经验者和android开发意愿者优先。
                            "
QT/C++软件工程师,北斗安全研究院,深圳,11-20K,经验不限,本科,"岗位职责：
1.根据需求设计人机交互界面，软件模块设计，性能优化等；
2.与需求工程师等紧密工作，对产品进行需求分析与设计，负责产品的软件架构设计；
3.对开发模块进行单元测试，集成测试；
4.按照开发流程编写需求规格、开发设计、技术支持和用户使用说明等文档；
5.快速响应解决测试部门和客户发现的软件问题；
6.按项目进度完成上级安排的开发任务
任职要求：
1.计算机、通信、电子、自动控制等相关专业大学本科及以上学历。
2.精通C和C++语言； 熟练掌握常用的数据结构、设计模式等；
3.有linux嵌入式开发经验；熟练掌握Linux常用指令及脚本编程；熟练掌握嵌入式平台交叉编译、应用软件开发流程；
4.熟练常用IDE（QtCreator，VisualStudio等）集成开发环境；熟练使用Qt进行界面开发，熟练Qt布局、绘图、自定义控件的开发；
5.熟悉队列、消息、多线程、Socket，串口通信等技术的应用，熟练运用信号与槽机制；
6.具有良好的编程习惯，要求结构清晰、命名规范、逻辑性强且代码冗余率低；
7.对工作认真负责，态度端正，责任心强，条理清楚，善于学习总结，有良好的团队合作精神和沟通协调能力；
优先资格：
1.有通用仪器（含频谱仪、示波器、时间间隔计数器等）编程经验者优先；
2.有USB接口，网络接口、串口通讯开发经验者优先；
3.具有导航相关领域工作经验者优先；
4.熟悉GPU编程者优先；
                            "
软件工程师（C/C++）,同洲电子,深圳,8-13K,经验不限,本科,"岗位职责：
[1] 负责产品软件部分的规划及设计工作；
[2] 负责软件概要设计，详细设计及编码；
[3] 负责软件的调试及测试；
[4] 负责产品的系统调试；
[5] 相关产品文档的编写工作。
------------------
技能要求：
[1] 本科以上学历，外语CET-4级以上，计算机及通信专业；
[2] 有嵌入式系统软件开发经验一年以上；
[3] 熟练使用C/C++；
[4] 熟悉TCP/IP协议；
[5] 熟悉无线路由器产品开发；
[6] 熟悉EOC，EPON或Cable Modem等产品优先。
[7] 熟悉PacketCable, SIP协议优先
                            "
C++,乐易,深圳,8-16K,1-3年,本科,"【岗位职责】
1.负责公司手游开发的平台化、组件化、服务化建设。
【任职要求】
1.毕业3年以内，计算机或者软件工程专业，可接受优秀毕业生；
2.具备很好的计算机基础，具备常规数据结构和算法基础；
3.熟练掌握面向对象与设计模式；
4.优秀的分析能力，逻辑思维和沟通能力；
5.热爱互联网，喜欢挑战者优先。
??关于乐易??
★极客精神     专注海外精品手机游戏和应用软件的研发、发行和运营，致力于打造世界级一流的产品；
★技术深厚     创始人、CTO（原腾讯部门总监），研发经理及技术骨干均为腾讯技术背景； 
★飞速发展     成立首年盈利，4年每年100%营收增长，已获A轮融资，估值10亿人民币；
★导师制        一对一的导师，助你快速成长。
??关于福利??
★一年两次调薪★            ★绩效奖金高达10个月★    
★六险一金★       ★一年两次旅游★    
★7天年假15天带薪事假30天病假★    ★年度体检★                
★高逼格办公环境★     ★每月团建★    ★无限量零食水果供应★
                            "
PCG-C++后台开发工程师,腾讯,深圳,15-30K,3-5年,本科,"岗位要求：
1、3年以上后台开发工作经验；
2、熟悉Unix/Linux操作系统，精通C++开发语言，熟悉面向对象开发方法；
3、精通TCP/IP协议相关知识，精通网络编程，精通HTTP等网络应用协议，精通多线程多进程开发；
4、熟悉MYSQL或其他大型数据库，有NoSQL数据库应用经验；
5、熟悉Shell/Python等脚本语言；具备大容量、高性能复杂系统的设计和架构能力；
6、具备推荐系统+算法模型在线预测经验者优先考虑；
7、良好的数据思维，重数据驱动，有数据分析背景优先，掌握SQL/Tableau/R/Python等尤佳；
8、熟悉增长黑客(Growth Hacking)，或对此有强烈兴趣者优先；
9、有能力经验做全栈尤佳；
岗位职责：
1、负责以用户增长为导向的短视频项目产品研发； 
2、和产品、数据团队配合,深度参与短视频产品需求讨论，功能定义等，强数据驱动以推动用户增长；
3、负责高质量的技术设计和编码，设计良好的代码结构，不断迭代重构；
4、进行技术预研，将新技术落地到产品，进行技术分享。
                            "
C++算法实习,睿初科技（深圳）...,深圳,4-5K,应届生,本科,"Job description:
??	按项目规格完成计算光刻相关的子任务的算法维护及关联工具的设计，实现与测试工作。
??	为产品支持部门提供技术帮助与相应文档，协助解决全球客户在应用中反馈的问题。
??	帮助解决开发中遇到的其他问题以及工作流程的改进。
Job requirements:
??	能较好使用C/C++语言编程；
??	熟悉基本数据结构及基本算法知识；
??	沟通良好，有良好团队合作与研究精神，善于学习；
??	能保证每周4个全天以上工作时间；
??	要求本科以上学历，有硕士学位优先；
??	有Unix环境开发经历，计算机科学或相关专业优先
                            "
C++开发工程师,森木园艺,深圳,15-30K,1-3年,本科,"C++开发工程师（深度学习）
岗位职责：
1、常用Deep Learning framework（包括但不限于Caffe2，TensorFlow，Pytorch，MXNet）等软件的维护和feature调研，对大型软件进行较快的调研并进一步实现需求。2、对公司内部使用的Framework进行核心模块优化、提高易用性以及日常维护。
任职要求：
1、代码级别上非常熟悉至少一种主流Deep Learning framework（Caffe、 Caffe2、Pytorch、Tensorflow、MXNet、Keras）。
2、良好的编程习惯, 熟悉Git、CMake等开发工具，有自信维护较大的软件系统。
3、非常熟悉C++或C++11，了解Python，很强的解决问题的能力。
4、有并行计算与优化移植经验，尤其是CUDA/OpenCL方向的优先考虑。
5、此岗位是深度学习方向的，必须有深度学习项目经验。
                            "
C++后台研发工程师-算法方向,云中飞,深圳,20-40K,3-5年,本科,"职位名称--C++后台研发工程师-算法方向    2.3以上
职位描述：
      1.  负责大规模机器学习算法在线系统研发
      2.  广告在线预估系统的研发，通过架构、算法、性能等方面优化，使其能灵活支持多种复杂模型高效预估
      3.  关键模型算法实现及线上部署
要求：
       1. 计算机或相关专业硕士及以上学历, 3年及以上工作经验
       2. 熟悉C/C++语言编程，对数据结构和算法设计有较为深刻的理解 
       3. 熟悉网络编程、多线程编程技术，有大规模系统开发和设计经验 
       4. 熟悉海量数据处理及分布式系统，如Hadoop、Spark等相关技术优先
       5. 有机器学习、自然语言处理、数据挖掘中一项或多项，对计算广告、推荐系统、搜索引擎相关领域有经验者优先
      6. 对深度学习框架PaddlePaddle，TensorFlow等其中一个或多个有开发/使用经验优先
      7. 良好的团队合作精神，较强的沟通能力
                            "
C++工程师,道通科技,深圳,12-20K,1-3年,本科,"1. 根据诊断软件研发设计工作计划及任务分工，开展软件研发编码工作，并进行调试优化(VC,VS环境)； 
2. 参与诊断软件的迭代升级工作，提出改进建议和方案；
3. 分析诊断软件业务逻辑，编写软件研发设计的协议文档；
4. 及时解决研发过程中的技术问题。
任职要求：
1、计算机科学、计算机工程或电子信息工程或相关专业本科以上学历，英语四级或以上；
2、能熟练使用示波器；
3、精通C、C++语言，熟悉VC编程环境，具有一定的GUI编程经验；
4、对汽车诊断协议或其它通讯协议有一定了解者优先；有逆向经验且条件优秀的非汽车行业人员优先；
5、有1-3年或以上软件开发相关经验优先，具有较强的逻辑思维能力，能独立解决工作中的问题和难点；
6、有较好地团队合作和吃苦耐劳的精神，能承受较强的工作压力，虚心好学、事业心强。
                            "
linux c++ 后台开发工程师,迅雷网络,深圳,20-40K,3-5年,本科,"职责：
1、负责跨平台SDK(C/C++)功能开发和维护
2、负责下载性能的优化
3、负责数据传输新技术研发
工作要求：
1、本科以上学历，3年以上工作经验
2、精通C/C++编程，熟练掌握设计模式、熟练使用uml
3、精通tcp/ip网络编程，对epoll/iocp及多线程编程有较深入的理解 
4、有较大型C/C++项目经验
5、熟悉敏捷开发流程，有跨平台、多平台（linux/Android/iOS/Windows）项目经验者优先
6、有Android Framework开发经验，熟悉EMULE、BT等p2p技术者优先
7、逻辑思维能力强，有较强的分析定位问题的能力
                            "
C++ 软件工程师,御途网,深圳,7-14K,经验不限,本科,"职位描述：
1.根据项目需求，进行项目设计和开发；
2.完善并维护开发框架，解决框架在工程项目中反馈的缺陷；
3.完成上级交办的其他工作任务。
任职要求：
1.理工科专业，本科或以上学历；
2.熟悉C++编程或Golang编程，有一年以上的相关编程经历，有项目开发经验的优秀应届毕业生也可酌情考虑；
3.有软件项目开发经验优先；
4.有分布式系统开发相关经验优先；
5.有开源社区开发经验优先；
6.项目初始阶段能适应高强度工作，并获得高薪收入；
7.具备良好的逻辑思维、沟通、团队协作能力，有较强的责任心。
员工福利：
1. 享受国家社保及国家法定节日假期；
2. 享受员工带薪年假福利；
3. 提供国际领先水平在职培训及指导（带薪）；
4. 提供住宿、三餐、办公室咖啡茶点、夜宵等生活福利。
                            "
C++,慧灵科技,深圳,10-20K,1-3年,本科,"机器人软件工程师
职位要求：
1.完善机器人控制软件，有机械臂上位机软件开发经验者优先;
2.编写产品的软件需求分析和设计方案文档;
3.按计划完成软件的代码编写、单元测试和集成测试;
4.精通C++和C#等常用编程语言。
                            "
C++服务端主程,智诚互动,深圳,15-25K,3-5年,大专,"岗位职责
1、编写服务器端总体设计文档，实现关键框架代码，对于技术难题负责组织攻关；
2、负责项目内开发人员的工作分配、工作质量把控、评估、培训及团队技术提升工作；
3、协调与客户端、策划、公司其他技术支持部门之间的关系。
4、负责游戏服务器端的设计和编程。
任职要求
1、大专及以上学历，计算机或软件相关专业；
2、3年以上网络游戏/互联网行业大型项目核心开发经验，1年以上游戏c++后端经验，经历完整项目，有团队管理经验优先。
3、精通C/C++，熟悉Lua、Python、Perl等脚本语言；
4、精通windows环境，精通数据结构与算法、Socket编程、多线程编程等；
5、精通至少一种常用数据库，如：MySQL、SQL Server、Oracle等的设计、开发与优化；
6、有较强分析和解决问题的能力，善于技术钻研；
7、强烈的事业心，具有创业者精神和团队精神，严谨的工作作风。
8、有棋牌类游戏开发经验优先考虑。
                            "
C++开发工程师,蓝胖子机器人,深圳,12-24K,经验不限,本科,"工作简介
1. 实现机器人学相关算法
2. 集成相关软件模块和库
3. 维护机器人相关功能，保持稳定运行
职位要求
1. 熟练Linux开发环境
2. 注重编码规范和软件工程
3. 熟练使用 git
4. 熟练使用C++，了解C++11、C++14等新规范，包括但不限于
    - 指针，智能指针 
    - 内存对齐和管理
    - 熟练使用 STL, Boost
    - 熟练面向对象编程
    - 熟悉C++模板
    - 熟悉常用的Linux系统管理工具，简单shell编程来辅助开发工作
    - 熟悉工具链体系和环境构建，懂得如何编写或修改Makefile来完成工作
5. 熟悉某些动态语言，如 python
加分项:
熟悉机器人学或机器人学的某个方向
熟悉一些机器人相关框架和库：如 ROS, Moveit, Gazebo, OpenRave, KDL, PCL, OpenCV 等
请展现你任何计算机方面的特殊才能
熟悉模版元编程，泛型编程
熟悉函数式编程
熟悉常用的机器学习算法
熟悉编译器的工作流程
熟练编译选项 Compiler Options
熟练掌握一款像样的编辑器Emacs/Vi/vim 
熟悉GDB等debug工具
熟悉一门动态语言，如Python、Lua、Scheme等等
熟悉网络编程，多线程编程，并行编程 ，如CUDA, MPI, OpenMP
熟悉OpenCL
熟悉CPU指令集优化 Use CPU instruction set to optimize，如SIMD，AVX
针对以下书籍有过一定深入的学习 ： 《TAOCP》 、《CSAPP》、 《SICP》 、《Computer Organization and Design》、《Introduction to Algorithms》、《CODE》。请给出相应的学习成果以供评估（博客、论文、开源项目等）
如果自己实现过虚拟机、操作系统、编译器、编程语言、各种基础框架等请附上Github，gitlab，bitbucket 等地址，但你必须作为项目原作者或者核心开发者
                            "
